date,customer_id,region_id,region_preference_product,customer_estimated_product_adoption,customer_estimated_size,region_preference_competitor_1,region_preference_competitor_2,region_preference_competitor_3,region_preference_competitor_4,region_preference_competitor_5,region_preference_competitor_6,region_preference_competitor_7,number_of_days_since_last_promotion,promotional_activity_1,promotional_activity_2,region_teenager_percent,sales
01-11-19,141,114,0,Very High,Very Big,0,0,1,0,1,1,0,17,0,1,10.42582765,103
01-12-19,141,114,0,Very High,Very Big,0,0,1,0,1,1,0,48,0,0,10.42582765,0
01-01-20,141,114,0,Very High,Very Big,0,0,1,0,1,1,0,24,0,1,10.42582765,0
01-02-20,141,114,0,Very High,Very Big,0,0,1,0,1,1,0,2,0,2,10.42582765,0
01-01-19,142,115,0,Low,Big,0,1,0,0,0,1,0,0,0,1,-1,0
01-02-19,142,115,0,Low,Big,0,1,0,0,0,1,0,28,0,0,-1,104
01-03-19,142,115,0,Low,Big,0,1,0,0,0,1,0,10,0,1,-1,104
01-04-19,142,115,0,Low,Big,0,1,0,0,0,1,0,40,0,0,-1,102
01-05-19,142,115,0,Low,Big,0,1,0,0,0,1,0,8,0,1,-1,103
01-06-19,142,115,0,Low,Big,0,1,0,0,0,1,0,38,0,0,-1,104
01-07-19,142,115,1,Low,Big,0,1,0,0,0,0,0,26,0,1,-1,0
01-08-19,142,115,1,Low,Big,0,1,0,0,0,0,0,9,0,1,-1,106
01-09-19,142,115,1,Low,Big,0,1,0,0,0,0,0,11,0,1,-1,0
01-10-19,142,115,1,Low,Big,0,1,0,0,0,0,0,42,0,0,-1,111
01-11-19,142,115,1,Low,Big,0,1,0,0,0,0,0,72,0,0,-1,105
01-12-19,142,115,1,Low,Big,0,1,0,0,0,0,0,26,0,1,-1,105
01-01-20,142,115,1,Low,Big,0,0,0,0,1,1,0,1,0,1,-1,112
01-02-20,142,115,1,Low,Big,0,0,0,0,1,1,0,30,0,0,-1,104
01-01-19,143,47,0,Very High,Very Big,0,1,0,1,1,1,0,16,0,1,9.560673781,120
01-02-19,143,47,0,Very High,Very Big,0,1,0,1,1,1,0,44,0,0,9.560673781,110
01-03-19,143,47,0,Very High,Very Big,0,1,0,1,1,1,0,12,0,1,9.560673781,116
01-04-19,143,47,0,Very High,Very Big,0,1,0,1,1,1,0,29,0,1,9.560673781,129
01-05-19,143,47,0,Very High,Very Big,0,1,0,1,1,1,0,60,0,0,9.560673781,113
01-06-19,143,47,0,Very High,Very Big,0,1,0,1,1,1,0,2,1,1,9.560673781,129
01-07-19,143,47,0,Very High,Very Big,0,0,0,1,1,1,0,33,1,0,9.560673781,114
01-08-19,143,47,0,Very High,Very Big,0,0,0,1,1,1,0,8,1,3,9.560673781,112
01-09-19,143,47,0,Very High,Very Big,0,0,0,1,1,1,0,18,1,1,9.560673781,122
01-10-19,143,47,0,Very High,Very Big,0,0,0,1,1,1,0,49,0,0,9.560673781,115
01-11-19,143,47,0,Very High,Very Big,0,0,0,1,1,1,0,79,0,0,9.560673781,115
01-12-19,143,47,0,Very High,Very Big,0,0,0,1,1,1,0,110,0,0,9.560673781,130
01-01-20,143,47,0,Very High,Very Big,0,0,0,1,1,1,0,11,0,1,9.560673781,123
01-02-20,143,47,0,Very High,Very Big,0,0,0,1,1,1,0,40,0,0,9.560673781,117
01-01-19,144,116,0,High,Big,0,1,0,0,1,0,0,65,0,0,10.00183121,104
01-02-19,144,116,0,High,Big,0,1,0,0,1,0,0,0,0,1,10.00183121,114
01-03-19,144,116,0,High,Big,0,1,0,0,1,0,0,31,0,0,10.00183121,106
01-04-19,144,116,0,High,Big,0,1,0,0,1,0,0,28,0,1,10.00183121,0
01-05-19,144,116,0,High,Big,0,1,0,0,1,0,0,15,0,1,10.00183121,106
01-06-19,144,116,0,High,Big,0,1,0,0,1,0,0,45,0,0,10.00183121,101
01-07-19,144,116,0,High,Big,0,1,0,0,1,0,0,76,0,0,10.00183121,104
01-08-19,144,116,0,High,Big,0,1,0,0,1,0,0,107,0,0,10.00183121,102
01-09-19,144,116,0,High,Big,0,1,0,0,1,0,0,137,0,0,10.00183121,108
01-10-19,144,116,0,High,Big,0,1,0,0,1,0,0,30,0,1,10.00183121,107
01-11-19,144,116,0,High,Big,0,1,0,0,1,0,0,60,0,0,10.00183121,0
01-12-19,144,116,0,High,Big,0,1,0,0,1,0,0,91,0,0,10.00183121,103
01-01-20,144,116,0,High,Big,0,1,0,0,1,0,0,24,0,1,10.00183121,105
01-02-20,144,116,0,High,Big,0,1,0,0,1,0,0,16,0,1,10.00183121,0
01-01-19,145,117,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,63,0,0,18.1232127,104
01-02-19,145,117,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,20,0,1,18.1232127,103
01-03-19,145,117,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,20,0,1,18.1232127,106
01-04-19,145,117,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,15,0,2,18.1232127,105
01-05-19,145,117,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,46,0,0,18.1232127,104
01-06-19,145,117,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,76,0,0,18.1232127,105
01-07-19,145,117,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,107,1,0,18.1232127,105
01-08-19,145,117,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,8,1,1,18.1232127,108
01-09-19,145,117,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,38,1,0,18.1232127,109
01-10-19,145,117,-1,,,-1,1,-1,-1,-1,-1,-1,69,2,0,18.1232127,106
01-11-19,145,117,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,12,1,1,18.1232127,104
01-12-19,145,117,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,43,1,0,18.1232127,109
01-01-20,145,117,1,Low,Big,1,1,1,0,0,0,0,21,1,1,18.1232127,105
01-02-20,145,117,1,Low,Big,1,1,1,0,0,0,0,8,0,1,18.1232127,0
01-01-19,146,50,1,Very Low,Small,1,0,0,1,0,1,1,10,0,2,8.753568693,107
01-02-19,146,50,1,Very Low,Small,1,0,0,1,0,1,1,38,0,0,8.753568693,104
01-03-19,146,50,1,Very Low,Small,1,0,0,1,0,1,1,69,0,0,8.753568693,105
01-04-19,146,50,1,Very Low,Small,1,0,0,1,0,1,1,99,1,0,8.753568693,104
01-05-19,146,50,1,Very Low,Small,1,0,0,1,0,1,1,130,0,0,8.753568693,107
01-06-19,146,50,1,Very Low,Big,1,0,0,1,0,1,1,10,0,1,8.753568693,104
01-07-19,146,50,1,Very Low,Big,1,0,0,1,0,1,1,41,0,0,8.753568693,107
01-08-19,146,50,1,Very Low,Big,1,0,0,1,0,1,1,72,0,0,8.753568693,105
01-09-19,146,50,1,Very Low,Big,1,0,0,1,0,1,1,102,0,0,8.753568693,103
01-10-19,146,50,1,Very Low,Big,1,0,0,1,0,1,1,5,0,1,8.753568693,107
01-11-19,146,50,1,Very Low,Big,1,0,0,1,0,1,1,17,0,1,8.753568693,107
01-12-19,146,50,1,Very Low,Big,1,0,0,1,0,1,1,21,0,1,8.753568693,104
01-01-20,146,50,1,Very Low,Big,1,1,0,1,0,1,1,52,0,0,8.753568693,111
01-02-20,146,50,1,Very Low,Big,1,1,0,1,0,1,1,81,0,0,8.753568693,104
01-01-19,147,118,1,Low,Big,0,0,0,0,1,0,0,6,0,1,10.24784027,136
01-02-19,147,118,1,Low,Big,0,0,0,0,1,0,0,1,0,1,10.24784027,124
01-03-19,147,118,1,Low,Big,0,0,0,0,1,0,0,5,0,1,10.24784027,125
01-04-19,147,118,1,Low,Big,0,0,0,0,1,0,0,21,0,1,10.24784027,127
01-05-19,147,118,1,Low,Big,0,0,0,0,1,0,0,4,0,2,10.24784027,121
01-06-19,147,118,1,Low,Big,0,0,0,0,1,0,0,2,0,1,10.24784027,130
01-07-19,147,118,1,Low,Big,0,0,0,1,1,0,0,0,0,3,10.24784027,140
01-08-19,147,118,1,Low,Big,0,0,0,1,1,0,0,31,0,0,10.24784027,122
01-09-19,147,118,1,Low,Big,0,0,0,1,1,0,0,61,0,0,10.24784027,130
01-10-19,147,118,1,Low,Big,0,0,0,1,1,0,0,92,0,0,10.24784027,129
01-11-19,147,118,1,Low,Big,0,0,0,1,1,0,0,4,0,2,10.24784027,130
01-12-19,147,118,1,Low,Big,0,0,0,1,1,0,0,14,0,1,10.24784027,121
01-01-20,147,118,1,Low,Big,0,0,0,0,1,0,0,18,0,1,10.24784027,124
01-02-20,147,118,1,Low,Big,0,0,0,0,1,0,0,8,0,2,10.24784027,121
01-01-19,148,119,1,High,Small,0,0,0,1,1,0,1,21,0,1,9.780313499,117
01-02-19,148,119,1,High,Small,0,0,0,1,1,0,1,49,0,0,9.780313499,122
01-03-19,148,119,1,High,Small,0,0,0,1,1,0,1,9,0,1,9.780313499,121
01-04-19,148,119,1,High,Small,0,0,0,1,1,0,1,21,0,1,9.780313499,137
01-05-19,148,119,1,High,Small,0,0,0,1,1,0,1,52,0,0,9.780313499,140
01-06-19,148,119,1,High,Small,0,0,0,1,1,0,1,82,0,0,9.780313499,145
01-07-19,148,119,1,High,Small,0,0,0,1,1,1,1,113,0,0,9.780313499,131
01-08-19,148,119,1,High,Small,0,0,0,1,1,1,1,144,0,0,9.780313499,128
01-09-19,148,119,1,High,Small,0,0,0,1,1,1,1,174,0,0,9.780313499,130
01-10-19,148,119,1,High,Big,0,0,0,1,1,1,1,7,0,2,9.780313499,138
01-11-19,148,119,1,High,Big,0,0,0,1,1,1,1,1,0,1,9.780313499,141
01-12-19,148,119,1,High,Big,0,0,0,1,1,1,1,32,0,0,9.780313499,120
01-01-20,148,119,1,High,Big,0,1,0,1,0,1,1,17,0,1,9.780313499,123
01-02-20,148,119,1,,,0,1,0,1,0,1,1,25,0,1,9.780313499,122
01-01-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,1,1,3,10.66162401,108
01-02-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,7,1,2,10.66162401,112
01-03-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,18,1,2,10.66162401,110
01-04-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,6,0,1,10.66162401,109
01-05-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,37,0,0,10.66162401,110
01-06-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,67,0,0,10.66162401,110
01-07-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,98,0,0,10.66162401,110
01-08-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,129,0,0,10.66162401,109
01-09-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,159,0,0,10.66162401,108
01-10-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,190,0,0,10.66162401,112
01-11-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,220,0,0,10.66162401,106
01-12-19,149,120,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,251,0,0,10.66162401,107
01-01-20,149,120,0,Low,Big,0,0,0,0,0,0,0,282,0,0,10.66162401,0
01-02-20,149,120,0,Low,Big,0,0,0,0,0,0,0,311,0,0,10.66162401,0
01-01-19,150,35,0,Low,Very Big,0,1,0,0,0,0,0,55,0,0,17.53566829,110
01-02-19,150,35,0,Low,Very Big,0,1,0,0,0,0,0,19,0,1,17.53566829,109
01-03-19,150,35,0,Low,Very Big,0,1,0,0,0,0,0,5,0,1,17.53566829,114
01-04-19,150,35,0,Low,Very Big,0,1,0,0,0,0,0,19,0,1,17.53566829,103
01-05-19,150,35,0,Low,Very Big,0,1,0,0,0,0,0,50,0,0,17.53566829,108
01-06-19,150,35,0,High,Very Big,0,1,0,0,0,0,0,2,0,2,17.53566829,103
01-07-19,150,35,0,High,Very Big,0,1,0,0,0,1,0,33,0,0,17.53566829,111
01-08-19,150,35,0,High,Very Big,0,1,0,0,0,1,0,9,0,2,17.53566829,112
01-09-19,150,35,0,High,Very Big,0,1,0,0,0,1,0,13,0,2,17.53566829,109
01-10-19,150,35,0,High,Very Big,0,1,0,0,0,1,0,7,0,3,17.53566829,112
01-11-19,150,35,0,High,Very Big,0,1,0,0,0,1,0,37,0,0,17.53566829,108
01-12-19,150,35,0,High,Very Big,0,1,0,0,0,1,0,27,0,1,17.53566829,111
01-01-20,150,35,0,High,Very Big,0,0,0,0,0,1,0,14,1,1,17.53566829,114
01-02-20,150,35,0,High,Very Big,0,0,0,0,0,1,0,2,1,2,17.53566829,111
01-01-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,59,2,0,12.92096939,129
01-02-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,1,1,1,12.92096939,121
01-03-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,10,3,1,12.92096939,121
01-04-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,13,2,1,12.92096939,145
01-05-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,44,2,0,12.92096939,134
01-06-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,24,2,1,12.92096939,120
01-07-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,29,0,1,12.92096939,147
01-08-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,16,0,2,12.92096939,112
01-09-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,20,0,1,12.92096939,130
01-10-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,8,1,2,12.92096939,132
01-11-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,19,2,1,12.92096939,118
01-12-19,151,121,1,High,Very Big,0,0,0,1,0,1,1,50,2,0,12.92096939,114
01-01-20,151,121,1,High,Very Big,0,1,0,1,0,1,0,81,2,0,12.92096939,135
01-02-20,151,121,1,High,Very Big,0,1,0,1,0,1,0,110,1,0,12.92096939,133
01-01-19,152,122,0,Low,Very Big,1,0,0,0,0,0,1,1,1,2,10.00277322,119
01-02-19,152,122,0,Low,Very Big,1,0,0,0,0,0,1,29,1,0,10.00277322,121
01-03-19,152,122,0,Low,Very Big,1,0,0,0,0,0,1,10,1,1,10.00277322,112
01-04-19,152,122,0,Low,Very Big,1,0,0,0,0,0,1,4,0,1,10.00277322,122
01-05-19,152,122,0,Low,Very Big,1,0,0,0,0,0,1,35,0,0,10.00277322,115
01-06-19,152,122,0,Low,Very Big,1,0,0,0,0,0,1,65,0,0,10.00277322,115
01-07-19,152,122,0,Low,Very Big,1,0,0,1,0,0,1,15,0,1,10.00277322,115
01-08-19,152,122,0,Low,Very Big,1,0,0,1,0,0,1,3,0,2,10.00277322,121
01-09-19,152,122,0,Low,Very Big,1,0,0,1,0,0,1,14,0,2,10.00277322,109
01-10-19,152,122,0,Low,Very Big,1,0,0,1,0,0,1,2,0,1,10.00277322,115
01-11-19,152,122,0,Low,Very Big,1,0,0,1,0,0,1,32,0,0,10.00277322,116
01-12-19,152,122,0,Low,Very Big,1,0,0,1,0,0,1,12,0,1,10.00277322,115
01-01-20,152,122,0,Low,Very Big,0,1,0,1,0,0,1,43,0,0,10.00277322,112
01-02-20,152,122,0,Low,Very Big,0,1,0,1,0,0,1,8,0,2,10.00277322,109
01-01-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,23,0,1,9.224576152,101
01-02-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,51,0,0,9.224576152,0
01-03-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,82,0,0,9.224576152,0
01-04-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,112,0,0,9.224576152,101
01-05-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,143,0,0,9.224576152,101
01-06-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,173,0,0,9.224576152,0
01-07-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,204,0,0,9.224576152,101
01-08-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,235,0,0,9.224576152,102
01-09-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,265,0,0,9.224576152,103
01-10-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,296,0,0,9.224576152,101
01-11-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,326,0,0,9.224576152,0
01-12-19,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,357,0,0,9.224576152,101
01-01-20,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,388,0,0,9.224576152,0
01-02-20,153,107,-1,Low,Very Small,-1,0,-1,-1,-1,-1,-1,24,0,1,9.224576152,102
01-01-19,154,123,0,Very Low,Big,0,1,0,1,1,0,0,1,0,1,10.34592163,103
01-02-19,154,123,0,Very Low,Big,0,1,0,1,1,0,0,29,0,0,10.34592163,113
01-03-19,154,123,0,Very Low,Big,0,1,0,1,1,0,0,4,0,1,10.34592163,109
01-04-19,154,123,0,Very Low,Big,0,1,0,1,1,0,0,34,2,0,10.34592163,112
01-05-19,154,123,0,Very Low,Big,0,1,0,1,1,0,0,23,1,1,10.34592163,103
01-06-19,154,123,0,Very Low,Big,0,1,0,1,1,0,0,53,1,0,10.34592163,106
01-07-19,154,123,0,Very Low,Big,0,1,0,1,0,0,0,84,0,0,10.34592163,109
01-08-19,154,123,0,Very Low,Big,0,1,0,1,0,0,0,115,0,0,10.34592163,106
01-09-19,154,123,0,Very Low,Big,0,1,0,1,0,0,0,12,1,2,10.34592163,112
01-10-19,154,123,0,Very Low,Big,0,1,0,1,0,0,0,43,1,0,10.34592163,116
01-11-19,154,123,0,Very Low,Big,0,1,0,1,0,0,0,73,1,0,10.34592163,112
01-12-19,154,123,0,Very Low,Big,0,1,0,1,0,0,0,104,1,0,10.34592163,116
01-01-20,154,123,0,Very Low,Big,0,1,0,1,1,0,0,16,0,2,10.34592163,118
01-02-20,154,123,0,Very Low,Big,0,1,0,1,1,0,0,45,0,0,10.34592163,118
01-01-19,155,124,-1,Low,Small,-1,1,-1,-1,-1,-1,-1,45,0,0,10.24708306,105
01-02-19,155,124,-1,Low,Small,-1,1,-1,-1,-1,-1,-1,0,0,2,10.24708306,102
01-03-19,155,124,-1,Low,Small,-1,1,-1,-1,-1,-1,-1,31,0,0,10.24708306,103
01-04-19,155,124,-1,Low,Small,-1,1,-1,-1,-1,-1,-1,13,0,1,10.24708306,106
01-05-19,155,124,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,3,0,1,10.24708306,103
01-06-19,155,124,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,33,0,0,10.24708306,105
01-07-19,155,124,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,64,0,0,10.24708306,103
01-08-19,155,124,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,95,0,0,10.24708306,104
01-09-19,155,124,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,125,0,0,10.24708306,101
01-10-19,155,124,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,156,0,0,10.24708306,102
01-11-19,155,124,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,186,1,0,10.24708306,104
01-12-19,155,124,-1,Low,Big,-1,1,-1,-1,-1,-1,-1,217,1,0,10.24708306,101
01-01-20,155,124,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,248,1,0,10.24708306,115
01-02-20,155,124,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,277,1,0,10.24708306,106
01-01-19,156,125,0,Very Low,Small,0,1,0,1,1,0,0,65,0,0,10.3913949,106
01-02-19,156,125,0,Very Low,Small,0,1,0,1,1,0,0,93,0,0,10.3913949,0
01-03-19,156,125,0,Very Low,Small,0,1,0,1,1,0,0,124,0,0,10.3913949,0
01-04-19,156,125,0,Very Low,Small,0,1,0,1,1,0,0,154,0,0,10.3913949,103
01-05-19,156,125,0,Very Low,Small,0,1,0,1,1,0,0,3,0,1,10.3913949,0
01-06-19,156,125,0,Very Low,Small,0,1,0,1,1,0,0,33,0,0,10.3913949,0
01-07-19,156,125,1,Very Low,Small,0,1,0,1,0,1,0,64,0,0,10.3913949,0
01-08-19,156,125,1,Very Low,Small,0,1,0,1,0,1,0,23,0,1,10.3913949,0
01-09-19,156,125,1,Very Low,Small,0,1,0,1,0,1,0,53,0,0,10.3913949,0
01-10-19,156,125,1,Very Low,Small,0,1,0,1,0,1,0,84,0,0,10.3913949,104
01-11-19,156,125,1,Very Low,Small,0,1,0,1,0,1,0,114,0,0,10.3913949,0
01-12-19,156,125,1,Very Low,Small,0,1,0,1,0,1,0,145,0,0,10.3913949,0
01-01-20,156,125,0,Very Low,Small,0,1,0,0,1,0,0,176,0,0,10.3913949,0
01-02-20,156,125,0,Very Low,Small,0,1,0,0,1,0,0,205,0,0,10.3913949,0
01-01-19,157,126,0,Low,Small,0,0,0,0,1,0,0,44,0,0,13.71849438,106
01-02-19,157,126,0,Low,Small,0,0,0,0,1,0,0,8,0,1,13.71849438,0
01-03-19,157,126,0,Low,Small,0,0,0,0,1,0,0,25,0,1,13.71849438,0
01-04-19,157,126,0,Low,Small,0,0,0,0,1,0,0,14,0,1,13.71849438,0
01-05-19,157,126,0,Low,Small,0,0,0,0,1,0,0,28,0,1,13.71849438,104
01-06-19,157,126,0,Low,Small,0,0,0,0,1,0,0,58,0,0,13.71849438,104
01-07-19,157,126,0,Low,Small,0,0,0,0,1,0,0,89,0,0,13.71849438,0
01-08-19,157,126,0,Low,Small,0,0,0,0,1,0,0,120,0,0,13.71849438,103
01-09-19,157,126,0,Low,Small,0,0,0,0,1,0,0,150,0,0,13.71849438,0
01-10-19,157,126,0,Low,Small,0,0,0,0,1,0,0,17,0,1,13.71849438,0
01-11-19,157,126,0,Low,Small,0,0,0,0,1,0,0,2,0,2,13.71849438,0
01-12-19,157,126,0,Low,Small,0,0,0,0,1,0,0,33,0,0,13.71849438,0
01-01-20,157,126,0,Low,Small,0,1,0,0,1,0,0,64,0,0,13.71849438,0
01-02-20,157,126,0,Low,Small,0,1,0,0,1,0,0,93,0,0,13.71849438,0
01-01-19,158,127,0,Very Low,Small,0,0,0,0,0,1,1,21,0,2,9.085785039,0
01-02-19,158,127,0,Very Low,Small,0,0,0,0,0,1,1,49,0,0,9.085785039,101
01-03-19,158,127,0,Very Low,Small,0,0,0,0,0,1,1,1,1,3,9.085785039,0
01-04-19,158,127,0,Very Low,Small,0,0,0,0,0,1,1,31,1,0,9.085785039,101
01-05-19,158,127,0,Low,Small,0,0,0,0,0,1,1,2,1,3,9.085785039,0
01-06-19,158,127,0,Low,Small,0,0,0,0,0,1,1,32,1,0,9.085785039,0
01-07-19,158,127,0,Low,Small,1,0,0,0,0,1,1,6,0,2,9.085785039,101
01-08-19,158,127,0,Low,Small,1,0,0,0,0,1,1,3,0,2,9.085785039,0
01-09-19,158,127,0,Low,Small,1,0,0,0,0,1,1,33,0,0,9.085785039,0
01-10-19,158,127,0,Low,Small,1,0,0,0,0,1,1,23,0,1,9.085785039,101
01-11-19,158,127,0,Low,Small,1,0,0,0,0,1,1,4,0,1,9.085785039,0
01-12-19,158,127,0,Low,Small,1,0,0,0,0,1,1,35,0,0,9.085785039,0
01-01-20,158,127,0,Low,Small,1,1,0,0,0,1,1,66,0,0,9.085785039,103
01-02-20,158,127,0,Low,Small,1,1,0,0,0,1,1,2,0,2,9.085785039,0
01-01-19,159,5,1,High,Very Big,0,1,0,0,1,1,1,0,0,1,15.32076105,109
01-02-19,159,5,1,High,Very Big,0,1,0,0,1,1,1,28,0,0,15.32076105,116
01-03-19,159,5,1,High,Very Big,0,1,0,0,1,1,1,59,0,0,15.32076105,119
01-04-19,159,5,1,High,Very Big,0,1,0,0,1,1,1,89,0,0,15.32076105,113
01-05-19,159,5,1,High,Very Big,0,1,0,0,1,1,1,120,0,0,15.32076105,120
01-06-19,159,5,1,High,Very Big,0,1,0,0,1,1,1,13,0,1,15.32076105,115
01-07-19,159,5,1,,,0,1,0,0,1,1,0,22,0,1,15.32076105,111
01-08-19,159,5,1,High,Very Big,0,1,0,0,1,1,0,16,0,1,15.32076105,116
01-09-19,159,5,1,High,Very Big,0,1,0,0,1,1,0,46,0,0,15.32076105,110
01-10-19,159,5,1,High,Very Big,0,1,0,0,1,1,0,5,1,1,15.32076105,110
01-11-19,159,5,1,High,Very Big,0,1,0,0,1,1,0,35,2,0,15.32076105,117
01-12-19,159,5,1,High,Very Big,0,1,0,0,1,1,0,66,2,0,15.32076105,110
01-01-20,159,5,1,High,Very Big,0,0,0,1,1,1,0,97,2,0,15.32076105,112
01-02-20,159,5,1,High,Very Big,0,0,0,1,1,1,0,126,1,0,15.32076105,115
01-01-19,160,128,1,High,Big,0,1,0,0,0,0,1,8,0,2,9.755618997,120
01-02-19,160,128,1,,,0,1,0,0,0,0,1,36,0,0,9.755618997,137
01-03-19,160,128,1,High,Big,0,1,0,0,0,0,1,12,0,1,9.755618997,128
01-04-19,160,128,1,High,Big,0,1,0,0,0,0,1,21,0,1,9.755618997,123
01-05-19,160,128,1,High,Big,0,1,0,0,0,0,1,9,0,1,9.755618997,120
01-06-19,160,128,1,High,Big,0,1,0,0,0,0,1,39,0,0,9.755618997,125
01-07-19,160,128,1,High,Big,0,0,0,0,0,0,0,70,0,0,9.755618997,127
01-08-19,160,128,1,High,Big,0,0,0,0,0,0,0,5,0,2,9.755618997,127
01-09-19,160,128,1,High,Big,0,0,0,0,0,0,0,11,0,2,9.755618997,130
01-10-19,160,128,1,High,Big,0,0,0,0,0,0,0,42,0,0,9.755618997,120
01-11-19,160,128,1,High,Big,0,0,0,0,0,0,0,72,0,0,9.755618997,128
01-12-19,160,128,1,High,Big,0,0,0,0,0,0,0,103,0,0,9.755618997,132
01-01-20,160,128,1,High,Big,0,0,0,0,0,0,1,134,0,0,9.755618997,119
01-02-20,160,128,1,High,Big,0,0,0,0,0,0,1,4,0,2,9.755618997,123
01-01-19,161,129,1,Low,Big,1,0,0,1,0,1,0,20,0,1,13.06701329,123
01-02-19,161,129,1,Low,Big,1,0,0,1,0,1,0,48,0,0,13.06701329,115
01-03-19,161,129,1,Low,Big,1,0,0,1,0,1,0,79,0,0,13.06701329,115
01-04-19,161,129,1,Low,Big,1,0,0,1,0,1,0,28,0,1,13.06701329,122
01-05-19,161,129,1,Low,Big,1,0,0,1,0,1,0,59,0,0,13.06701329,118
01-06-19,161,129,1,Low,Big,1,0,0,1,0,1,0,89,0,0,13.06701329,111
01-07-19,161,129,1,Low,Big,1,0,0,0,0,1,1,19,0,1,13.06701329,123
01-08-19,161,129,1,Low,Big,1,0,0,0,0,1,1,50,0,0,13.06701329,117
01-09-19,161,129,1,Low,Big,1,0,0,0,0,1,1,80,0,0,13.06701329,107
01-10-19,161,129,1,Low,Big,1,0,0,0,0,1,1,111,0,0,13.06701329,124
01-11-19,161,129,1,Low,Big,1,0,0,0,0,1,1,4,0,1,13.06701329,117
01-12-19,161,129,1,Low,Big,1,0,0,0,0,1,1,35,0,0,13.06701329,112
01-01-20,161,129,1,Low,Big,1,0,0,1,0,1,1,0,1,1,13.06701329,115
01-02-20,161,129,1,Low,Big,1,0,0,1,0,1,1,29,1,0,13.06701329,117
01-01-19,162,130,0,Low,Big,0,0,0,1,1,1,0,0,0,1,12.56202838,142
01-02-19,162,130,0,Low,Big,0,0,0,1,1,1,0,28,0,0,12.56202838,141
01-03-19,162,130,0,Low,Big,0,0,0,1,1,1,0,24,0,1,12.56202838,134
01-04-19,162,130,0,Low,Big,0,0,0,1,1,1,0,54,0,0,12.56202838,146
01-05-19,162,130,0,Low,Big,0,0,0,1,1,1,0,15,0,1,12.56202838,143
